County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,time,State_Code,County_Code
"Goliad County, TX",5108,5023,5193,799,714,884,2015,48,175
"Gonzales County, TX",12807,12481,13133,4195,3869,4521,2015,48,177
"Gray County, TX",13918,13599,14237,3897,3578,4216,2015,48,179
"Grayson County, TX",81836,80347,83325,20594,19105,22083,2015,48,181
"Gregg County, TX",82200,80626,83774,21206,19632,22780,2015,48,183
"Grimes County, TX",16039,15686,16392,4308,3955,4661,2015,48,185
"Guadalupe County, TX",110483,108923,112043,19226,17666,20786,2015,48,187
"Hale County, TX",20838,20326,21350,6221,5709,6733,2015,48,189
"Hall County, TX",1679,1622,1736,713,656,770,2015,48,191
"Hamilton County, TX",4542,4412,4672,1463,1333,1593,2015,48,193
"Hansford County, TX",3433,3326,3540,1330,1223,1437,2015,48,195
"Hardeman County, TX",2360,2294,2426,704,638,770,2015,48,197
"Hardin County, TX",40077,39414,40740,6942,6279,7605,2015,48,199
"Harris County, TX",3198774,3178083,3219465,856230,835539,876921,2015,48,201
"Harrison County, TX",45152,44320,45984,10094,9262,10926,2015,48,203
"Hartley County, TX",3078,3003,3153,797,722,872,2015,48,205
"Haskell County, TX",3178,3099,3257,823,744,902,2015,48,207
"Hays County, TX",140115,137919,142311,26625,24429,28821,2015,48,209
"Hemphill County, TX",2883,2806,2960,802,725,879,2015,48,211
"Henderson County, TX",48664,47723,49605,12945,12004,13886,2015,48,213
"Hidalgo County, TX",501699,492712,510686,236321,227334,245308,2015,48,215
"Hill County, TX",21156,20697,21615,6008,5549,6467,2015,48,217
"Hockley County, TX",15493,15167,15819,3903,3577,4229,2015,48,219
"Hood County, TX",33486,32813,34159,8145,7472,8818,2015,48,221
"Hopkins County, TX",23347,22824,23870,6250,5727,6773,2015,48,223
"Houston County, TX",12342,12063,12621,3122,2843,3401,2015,48,225
"Howard County, TX",22055,21594,22516,4864,4403,5325,2015,48,227
"Hudspeth County, TX",1842,1775,1909,822,755,889,2015,48,229
"Hunt County, TX",60754,59743,61765,12928,11917,13939,2015,48,231
"Hutchinson County, TX",14748,14427,15069,3571,3250,3892,2015,48,233
"Irion County, TX",1081,1062,1100,170,151,189,2015,48,235
"Jack County, TX",4966,4840,5092,1431,1305,1557,2015,48,237
"Jackson County, TX",9925,9716,10134,2273,2064,2482,2015,48,239
"Jasper County, TX",23347,22923,23771,4817,4393,5241,2015,48,241
"Jeff Davis County, TX",987,950,1024,414,377,451,2015,48,243
"Jefferson County, TX",159823,157023,162623,44842,42042,47642,2015,48,245
"Jim Hogg County, TX",3497,3412,3582,821,736,906,2015,48,247
"Jim Wells County, TX",28000,27420,28580,7099,6519,7679,2015,48,249
"Johnson County, TX",110549,108663,112435,25807,23921,27693,2015,48,251
"Jones County, TX",9718,9502,9934,2319,2103,2535,2015,48,253
"Karnes County, TX",8620,8456,8784,1628,1464,1792,2015,48,255
"Kaufman County, TX",81913,80548,83278,18071,16706,19436,2015,48,257
"Kendall County, TX",27042,26573,27511,5262,4793,5731,2015,48,259
"Kenedy County, TX",265,257,273,78,70,86,2015,48,261
"Kent County, TX",443,432,454,105,94,116,2015,48,263
"Kerr County, TX",28242,27597,28887,7559,6914,8204,2015,48,265
"Kimble County, TX",2396,2326,2466,758,688,828,2015,48,267
"King County, TX",180,175,185,51,46,56,2015,48,269
"Kinney County, TX",1837,1790,1884,494,447,541,2015,48,271
"Kleberg County, TX",20665,20139,21191,5299,4773,5825,2015,48,273
"Knox County, TX",2318,2253,2383,704,639,769,2015,48,275
"Lamar County, TX",31724,31073,32375,8137,7486,8788,2015,48,277
"Lamb County, TX",8092,7863,8321,2936,2707,3165,2015,48,279
"Lampasas County, TX",13343,13048,13638,3337,3042,3632,2015,48,281
"La Salle County, TX",4033,3939,4127,922,828,1016,2015,48,283
"Lavaca County, TX",12618,12376,12860,2731,2489,2973,2015,48,285
"Lee County, TX",10767,10529,11005,2759,2521,2997,2015,48,287
"Leon County, TX",10072,9827,10317,2912,2667,3157,2015,48,289
"Liberty County, TX",51015,50015,52015,13585,12585,14585,2015,48,291
"Limestone County, TX",14024,13722,14326,3747,3445,4049,2015,48,293
"Lipscomb County, TX",2355,2295,2415,676,616,736,2015,48,295
"Live Oak County, TX",7155,7002,7308,1582,1429,1735,2015,48,297
"Llano County, TX",10413,10190,10636,2547,2324,2770,2015,48,299
"Loving County, TX",92,90,94,14,12,16,2015,48,301
"Lubbock County, TX",210768,207691,213845,42716,39639,45793,2015,48,303
"Lynn County, TX",3540,3442,3638,1190,1092,1288,2015,48,305
"McCulloch County, TX",5080,4951,5209,1389,1260,1518,2015,48,307
"McLennan County, TX",167878,165323,170433,36636,34081,39191,2015,48,309
"McMullen County, TX",546,535,557,102,91,113,2015,48,311
"Madison County, TX",7492,7301,7683,2067,1876,2258,2015,48,313
"Marion County, TX",6267,6131,6403,1362,1226,1498,2015,48,315
"Martin County, TX",3872,3773,3971,1046,947,1145,2015,48,317
"Mason County, TX",2051,1983,2119,829,761,897,2015,48,319
"Matagorda County, TX",24106,23575,24637,6463,5932,6994,2015,48,321
"Maverick County, TX",35309,34331,36287,14293,13315,15271,2015,48,323
"Medina County, TX",31636,31028,32244,7049,6441,7657,2015,48,325
"Menard County, TX",1048,1006,1090,464,422,506,2015,48,327
"Midland County, TX",119783,117854,121712,24337,22408,26266,2015,48,329
"Milam County, TX",15717,15395,16039,3684,3362,4006,2015,48,331
"Mills County, TX",2684,2607,2761,877,800,954,2015,48,333
"Mitchell County, TX",4697,4589,4805,1118,1010,1226,2015,48,335
"Montague County, TX",11785,11510,12060,3216,2941,3491,2015,48,337
"Montgomery County, TX",394542,389911,399173,73190,68559,77821,2015,48,339
"Moore County, TX",14481,14054,14908,5347,4920,5774,2015,48,341
"Morris County, TX",7896,7721,8071,1871,1696,2046,2015,48,343
"Motley County, TX",609,588,630,214,193,235,2015,48,345
"Nacogdoches County, TX",41651,40755,42547,10501,9605,11397,2015,48,347
"Navarro County, TX",31024,30358,31690,8930,8264,9596,2015,48,349
"Newton County, TX",8923,8742,9104,1836,1655,2017,2015,48,351
"Nolan County, TX",10005,9797,10213,2228,2020,2436,2015,48,353
"Nueces County, TX",249693,246182,253204,57222,53711,60733,2015,48,355
"Ochiltree County, TX",7058,6845,7271,2541,2328,2754,2015,48,357
"Oldham County, TX",1292,1266,1318,247,221,273,2015,48,359
"Orange County, TX",60143,59179,61107,10957,9993,11921,2015,48,361
"Palo Pinto County, TX",17602,17184,18020,4952,4534,5370,2015,48,363
"Panola County, TX",15957,15660,16254,3389,3092,3686,2015,48,365
"Parker County, TX",89257,87916,90598,16838,15497,18179,2015,48,367
"Parmer County, TX",6044,5862,6226,2373,2191,2555,2015,48,369
"Pecos County, TX",9497,9271,9723,2647,2421,2873,2015,48,371
"Polk County, TX",26081,25509,26653,7672,7100,8244,2015,48,373
"Potter County, TX",76802,75160,78444,24202,22560,25844,2015,48,375
"Presidio County, TX",3712,3583,3841,1628,1499,1757,2015,48,377
"Rains County, TX",6686,6526,6846,1791,1631,1951,2015,48,379
"Randall County, TX",95426,94157,96695,14551,13282,15820,2015,48,381
"Reagan County, TX",2541,2467,2615,843,769,917,2015,48,383
"Real County, TX",1687,1632,1742,609,554,664,2015,48,385
"Red River County, TX",7511,7327,7695,2014,1830,2198,2015,48,387
"Reeves County, TX",7741,7549,7933,2122,1930,2314,2015,48,389
"Refugio County, TX",4654,4554,4754,1054,954,1154,2015,48,391
"Roberts County, TX",671,662,680,80,71,89,2015,48,393
"Robertson County, TX",10708,10460,10956,2746,2498,2994,2015,48,395
"Rockwall County, TX",68777,67828,69726,10718,9769,11667,2015,48,397
"Runnels County, TX",6525,6367,6683,1725,1567,1883,2015,48,399
"Rusk County, TX",31485,30812,32158,8767,8094,9440,2015,48,401
"Sabine County, TX",5928,5793,6063,1398,1263,1533,2015,48,403
"San Augustine County, TX",5056,4935,5177,1163,1042,1284,2015,48,405
"San Jacinto County, TX",16897,16474,17320,4889,4466,5312,2015,48,407
"San Patricio County, TX",46338,45481,47195,10729,9872,11586,2015,48,409
"San Saba County, TX",2900,2809,2991,1073,982,1164,2015,48,411
"Schleicher County, TX",2031,1970,2092,661,600,722,2015,48,413
"Scurry County, TX",10956,10708,11204,2622,2374,2870,2015,48,415
"Shackelford County, TX",2209,2158,2260,495,444,546,2015,48,417
"Shelby County, TX",15970,15566,16374,5164,4760,5568,2015,48,419
"Sherman County, TX",1855,1790,1920,769,704,834,2015,48,421
"Smith County, TX",148849,146461,151237,34968,32580,37356,2015,48,423
"Somervell County, TX",5838,5715,5961,1232,1109,1355,2015,48,425
"Starr County, TX",38241,37210,39272,16889,15858,17920,2015,48,427
"Stephens County, TX",5300,5147,5453,1714,1561,1867,2015,48,429
"Sterling County, TX",888,865,911,233,210,256,2015,48,431
"Stonewall County, TX",826,804,848,214,192,236,2015,48,433
"Sutton County, TX",2520,2454,2586,728,662,794,2015,48,435
"Swisher County, TX",4214,4094,4334,1330,1210,1450,2015,48,437
"Tarrant County, TX",1443449,1431947,1454951,310164,298662,321666,2015,48,439
"Taylor County, TX",95491,93965,97017,18193,16667,19719,2015,48,441
"Terrell County, TX",474,459,489,150,135,165,2015,48,443
"Terry County, TX",7267,7069,7465,2489,2291,2687,2015,48,445
"Throckmorton County, TX",925,899,951,261,235,287,2015,48,447
"Titus County, TX",21046,20517,21575,6772,6243,7301,2015,48,449
"Tom Green County, TX",79088,77664,80512,17141,15717,18565,2015,48,451
"Travis County, TX",881703,873578,889828,170253,162128,178378,2015,48,453
"Trinity County, TX",8393,8185,8601,2327,2119,2535,2015,48,455
"Tyler County, TX",12463,12217,12709,2554,2308,2800,2015,48,457
"Upshur County, TX",27133,26612,27654,6187,5666,6708,2015,48,459
"Upton County, TX",2514,2454,2574,615,555,675,2015,48,461
"Uvalde County, TX",17143,16713,17573,5185,4755,5615,2015,48,463
"Val Verde County, TX",31355,30624,32086,8997,8266,9728,2015,48,465
"Van Zandt County, TX",33350,32619,34081,9215,8484,9946,2015,48,467
"Victoria County, TX",63341,62196,64486,13916,12771,15061,2015,48,469
"Walker County, TX",37506,36678,38334,8267,7439,9095,2015,48,471
"Waller County, TX",29758,29050,30466,9120,8412,9828,2015,48,473
"Ward County, TX",7867,7677,8057,2086,1896,2276,2015,48,475
"Washington County, TX",21299,20876,21722,4961,4538,5384,2015,48,477
"Webb County, TX",174261,170883,177639,66469,63091,69847,2015,48,479
"Wharton County, TX",26893,26288,27498,7612,7007,8217,2015,48,481
"Wheeler County, TX",3606,3514,3698,1056,964,1148,2015,48,483
"Wichita County, TX",84290,82912,85668,17073,15695,18451,2015,48,485
"Wilbarger County, TX",8396,8188,8604,2199,1991,2407,2015,48,487
"Willacy County, TX",12048,11753,12343,3638,3343,3933,2015,48,489
"Williamson County, TX",396164,392666,399662,50652,47154,54150,2015,48,491
"Wilson County, TX",33687,33119,34255,6427,5859,6995,2015,48,493
"Winkler County, TX",5532,5398,5666,1481,1347,1615,2015,48,495
"Wise County, TX",43062,42299,43825,9763,9000,10526,2015,48,497
"Wood County, TX",24403,23893,24913,6075,5565,6585,2015,48,499
"Yoakum County, TX",5802,5653,5951,1719,1570,1868,2015,48,501
"Young County, TX",11203,10931,11475,3289,3017,3561,2015,48,503
"Zapata County, TX",8878,8608,9148,3660,3390,3930,2015,48,505
"Zavala County, TX",8117,7927,8307,2037,1847,2227,2015,48,507
"Beaver County, UT",4614,4525,4703,787,698,876,2015,49,001
"Box Elder County, UT",41126,40684,41568,4131,3689,4573,2015,49,003
"Cache County, UT",95748,94768,96728,10037,9057,11017,2015,49,005
"Carbon County, UT",14921,14724,15118,1834,1637,2031,2015,49,007
"Daggett County, UT",726,715,737,92,81,103,2015,49,009
"Davis County, UT",278573,276465,280681,25462,23354,27570,2015,49,011
"Duchesne County, UT",15210,14899,15521,3135,2824,3446,2015,49,013
"Emery County, UT",7771,7656,7886,953,838,1068,2015,49,015
"Garfield County, UT",3217,3151,3283,577,511,643,2015,49,017
"Grand County, UT",6592,6449,6735,1278,1135,1421,2015,49,019
"Iron County, UT",34806,34108,35504,6733,6035,7431,2015,49,021
"Juab County, UT",8030,7898,8162,1163,1031,1295,2015,49,023
"Kane County, UT",4741,4674,4808,531,464,598,2015,49,025
"Millard County, UT",8592,8408,8776,1819,1635,2003,2015,49,027
"Morgan County, UT",9067,8960,9174,808,701,915,2015,49,029
"Piute County, UT",911,890,932,174,153,195,2015,49,031
"Rich County, UT",1665,1635,1695,238,208,268,2015,49,033
"Salt Lake County, UT",864619,859445,869793,119879,114705,125053,2015,49,035
"San Juan County, UT",10776,10533,11019,2669,2426,2912,2015,49,037
"Sanpete County, UT",19423,19103,19743,3054,2734,3374,2015,49,039
"Sevier County, UT",15018,14769,15267,2328,2079,2577,2015,49,041
"Summit County, UT",31830,31431,32229,3913,3514,4312,2015,49,043
"Tooele County, UT",51911,51356,52466,5230,4675,5785,2015,49,045
"Uintah County, UT",28936,28403,29469,5392,4859,5925,2015,49,047
"Utah County, UT",467727,464285,471169,55048,51606,58490,2015,49,049
"Wasatch County, UT",21978,21556,22400,4094,3672,4516,2015,49,051
"Washington County, UT",101030,99293,102767,20573,18836,22310,2015,49,053
"Wayne County, UT",1791,1749,1833,346,304,388,2015,49,055
"Weber County, UT",188572,186553,190591,24690,22671,26709,2015,49,057
"Addison County, VT",26680,26498,26862,1375,1193,1557,2015,50,001
"Bennington County, VT",25888,25686,26090,1441,1239,1643,2015,50,003
"Caledonia County, VT",22745,22581,22909,1213,1049,1377,2015,50,005
"Chittenden County, VT",125572,124987,126157,5606,5021,6191,2015,50,007
"Essex County, VT",4337,4293,4381,301,257,345,2015,50,009
"Franklin County, VT",39607,39372,39842,1791,1556,2026,2015,50,011
"Grand Isle County, VT",5271,5228,5314,296,253,339,2015,50,013
"Lamoille County, VT",19520,19361,19679,1107,948,1266,2015,50,015
"Orange County, VT",21844,21697,21991,1095,948,1242,2015,50,017
"Orleans County, VT",19597,19439,19755,1204,1046,1362,2015,50,019
"Rutland County, VT",43543,43265,43821,2222,1944,2500,2015,50,021
"Washington County, VT",44561,44322,44800,1798,1559,2037,2015,50,023
"Windham County, VT",31888,31660,32116,1708,1480,1936,2015,50,025
"Windsor County, VT",41166,40902,41430,2072,1808,2336,2015,50,027
"Accomack County, VA",20791,20372,21210,4712,4293,5131,2015,51,001
"Albemarle County, VA",73956,73179,74733,8024,7247,8801,2015,51,003
"Alleghany County, VA",10508,10378,10638,1214,1084,1344,2015,51,005
"Amelia County, VA",9041,8889,9193,1402,1250,1554,2015,51,007
"Amherst County, VA",21642,21328,21956,3040,2726,3354,2015,51,009
"Appomattox County, VA",10847,10681,11013,1544,1378,1710,2015,51,011
"Arlington County, VA",191013,189644,192382,13809,12440,15178,2015,51,013
"Augusta County, VA",50858,50190,51526,6589,5921,7257,2015,51,015
"Bath County, VA",2956,2912,3000,354,310,398,2015,51,017
"Bedford County, VA",55856,55236,56476,6337,5717,6957,2015,51,019
"Bland County, VA",4088,4035,4141,448,395,501,2015,51,021
"Botetourt County, VA",24320,24104,24536,2023,1807,2239,2015,51,023
"Brunswick County, VA",9891,9731,10051,1471,1311,1631,2015,51,025
"Buchanan County, VA",14961,14732,15190,2256,2027,2485,2015,51,027
"Buckingham County, VA",10305,10128,10482,1709,1532,1886,2015,51,029
"Campbell County, VA",39095,38546,39644,5461,4912,6010,2015,51,031
"Caroline County, VA",21839,21519,22159,3020,2700,3340,2015,51,033
"Carroll County, VA",19849,19501,20197,3216,2868,3564,2015,51,035
"Charles City County, VA",4526,4434,4618,962,870,1054,2015,51,036
"Charlotte County, VA",8064,7910,8218,1466,1312,1620,2015,51,037
"Chesterfield County, VA",260971,259038,262904,25443,23510,27376,2015,51,041
"Clarke County, VA",10280,10147,10413,1285,1152,1418,2015,51,043
"Craig County, VA",3686,3636,3736,402,352,452,2015,51,045
"Culpeper County, VA",35881,35383,36379,5172,4674,5670,2015,51,047
"Cumberland County, VA",6726,6613,6839,1021,908,1134,2015,51,049
"Dickenson County, VA",10296,10135,10457,1523,1362,1684,2015,51,051
"Dinwiddie County, VA",20079,19804,20354,2558,2283,2833,2015,51,053
"Essex County, VA",7573,7442,7704,1194,1063,1325,2015,51,057
"Fairfax County, VA",906650,901899,911401,87578,82827,92329,2015,51,059
"Fauquier County, VA",52488,51968,53008,5475,4955,5995,2015,51,061
"Floyd County, VA",10812,10642,10982,1520,1350,1690,2015,51,063
"Fluvanna County, VA",17969,17745,18193,2094,1870,2318,2015,51,065
"Franklin County, VA",37598,37065,38131,5439,4906,5972,2015,51,067
"Frederick County, VA",61542,60808,62276,7685,6951,8419,2015,51,069
"Giles County, VA",11776,11613,11939,1512,1349,1675,2015,51,071
"Gloucester County, VA",27347,27016,27678,3001,2670,3332,2015,51,073
"Goochland County, VA",15907,15796,16018,894,783,1005,2015,51,075
"Grayson County, VA",10032,9868,10196,1476,1312,1640,2015,51,077
"Greene County, VA",13745,13517,13973,2240,2012,2468,2015,51,079
"Greensville County, VA",5987,5900,6074,706,619,793,2015,51,081
"Halifax County, VA",23367,23024,23710,3342,2999,3685,2015,51,083
"Hanover County, VA",78631,78015,79247,6252,5636,6868,2015,51,085
"Henrico County, VA",248831,246553,251109,28430,26152,30708,2015,51,087
"Henry County, VA",34316,33760,34872,5637,5081,6193,2015,51,089
"Highland County, VA",1230,1197,1263,305,272,338,2015,51,091
"Isle of Wight County, VA",27076,26799,27353,2693,2416,2970,2015,51,093
"James City County, VA",50294,49799,50789,4815,4320,5310,2015,51,095
"King and Queen County, VA",4827,4743,4911,783,699,867,2015,51,097
"King George County, VA",20589,20410,20768,1547,1368,1726,2015,51,099
"King William County, VA",12446,12291,12601,1373,1218,1528,2015,51,101
"Lancaster County, VA",6131,6042,6220,824,735,913,2015,51,103
"Lee County, VA",15842,15598,16086,2408,2164,2652,2015,51,105
"Loudoun County, VA",319530,317664,321396,23045,21179,24911,2015,51,107
"Louisa County, VA",24631,24270,24992,3628,3267,3989,2015,51,109
"Lunenburg County, VA",7468,7329,7607,1342,1203,1481,2015,51,111
"Madison County, VA",8921,8761,9081,1437,1277,1597,2015,51,113
"Mathews County, VA",5589,5515,5663,650,576,724,2015,51,115
"Mecklenburg County, VA",19531,19195,19867,3352,3016,3688,2015,51,117
"Middlesex County, VA",6377,6285,6469,787,695,879,2015,51,119
"Montgomery County, VA",69296,68344,70248,8634,7682,9586,2015,51,121
"Nelson County, VA",9642,9484,9800,1492,1334,1650,2015,51,125
"New Kent County, VA",15027,14851,15203,1609,1433,1785,2015,51,127
"Northampton County, VA",7580,7431,7729,1402,1253,1551,2015,51,131
"Northumberland County, VA",6838,6716,6960,1103,981,1225,2015,51,133
"Nottoway County, VA",9380,9222,9538,1474,1316,1632,2015,51,135
"Orange County, VA",24576,24229,24923,3303,2956,3650,2015,51,137
"Page County, VA",16212,15940,16484,2615,2343,2887,2015,51,139
"Patrick County, VA",11552,11350,11754,1882,1680,2084,2015,51,141
"Pittsylvania County, VA",42618,42059,43177,5934,5375,6493,2015,51,143
"Powhatan County, VA",19869,19645,20093,2072,1848,2296,2015,51,145
"Prince Edward County, VA",13324,13078,13570,2076,1830,2322,2015,51,147
"Prince George County, VA",25840,25546,26134,2618,2324,2912,2015,51,149
"Prince William County, VA",363191,360115,366267,45547,42471,48623,2015,51,153
"Pulaski County, VA",23643,23368,23918,2559,2284,2834,2015,51,155
"Rappahannock County, VA",4695,4610,4780,836,751,921,2015,51,157
"Richmond County, VA",4830,4745,4915,781,696,866,2015,51,159
"Roanoke County, VA",67930,67314,68546,6081,5465,6697,2015,51,161
"Rockbridge County, VA",14652,14428,14876,2088,1864,2312,2015,51,163
"Rockingham County, VA",54706,53967,55445,8176,7437,8915,2015,51,165
"Russell County, VA",19514,19235,19793,2797,2518,3076,2015,51,167
"Scott County, VA",14878,14684,15072,1832,1638,2026,2015,51,169
"Shenandoah County, VA",29620,29178,30062,4497,4055,4939,2015,51,171
"Smyth County, VA",21882,21588,22176,2720,2426,3014,2015,51,173
"Southampton County, VA",11670,11495,11845,1604,1429,1779,2015,51,175
"Spotsylvania County, VA",101666,100645,102687,11807,10786,12828,2015,51,177
"Stafford County, VA",115062,114121,116003,9460,8519,10401,2015,51,179
"Surry County, VA",4795,4727,4863,597,529,665,2015,51,181
"Sussex County, VA",6275,6165,6385,997,887,1107,2015,51,183
"Tazewell County, VA",28768,28358,29178,4146,3736,4556,2015,51,185
"Warren County, VA",29034,28656,29412,3671,3293,4049,2015,51,187
"Washington County, VA",37335,36849,37821,4620,4134,5106,2015,51,191
"Westmoreland County, VA",11429,11229,11629,1935,1735,2135,2015,51,193
"Wise County, VA",27096,26732,27460,3612,3248,3976,2015,51,195
"Wythe County, VA",20358,20049,20667,2873,2564,3182,2015,51,197
"York County, VA",52518,52021,53015,4551,4054,5048,2015,51,199
"Alexandria city, VA",119666,118193,121139,16233,14760,17706,2015,51,510
"Bristol city, VA",12021,11838,12204,1554,1371,1737,2015,51,520
"Buena Vista city, VA",4483,4412,4554,534,463,605,2015,51,530
"Charlottesville city, VA",34677,34043,35311,5606,4972,6240,2015,51,540
"Chesapeake city, VA",185590,184014,187166,16887,15311,18463,2015,51,550
"Colonial Heights city, VA",12688,12522,12854,1476,1310,1642,2015,51,570
"Covington city, VA",3969,3907,4031,524,462,586,2015,51,580
"Danville city, VA",28697,28283,29111,3826,3412,4240,2015,51,590
"Emporia city, VA",3947,3878,4016,534,465,603,2015,51,595
"Fairfax city, VA",17806,17570,18042,2054,1818,2290,2015,51,600
"Falls Church city, VA",11657,11581,11733,591,515,667,2015,51,610
"Franklin city, VA",6040,5938,6142,864,762,966,2015,51,620
"Fredericksburg city, VA",20319,20001,20637,2440,2122,2758,2015,51,630
"Galax city, VA",4545,4453,4637,894,802,986,2015,51,640
"Hampton city, VA",101433,100240,102626,11611,10418,12804,2015,51,650
"Harrisonburg city, VA",34839,34133,35545,6301,5595,7007,2015,51,660
"Hopewell city, VA",16374,16109,16639,2372,2107,2637,2015,51,670
"Lexington city, VA",3170,3119,3221,361,310,412,2015,51,678
"Lynchburg city, VA",51750,50948,52552,6845,6043,7647,2015,51,680
"Manassas city, VA",31875,31318,32432,6022,5465,6579,2015,51,683
"Manassas Park city, VA",11713,11438,11988,2747,2472,3022,2015,51,685
"Martinsville city, VA",9288,9148,9428,1277,1137,1417,2015,51,690
"Newport News city, VA",136048,134484,137612,16387,14823,17951,2015,51,700
"Norfolk city, VA",164105,162105,166105,24535,22535,26535,2015,51,710
"Norton city, VA",2932,2880,2984,375,323,427,2015,51,720
"Petersburg city, VA",23629,23237,24021,3286,2894,3678,2015,51,730
"Poquoson city, VA",9072,8989,9155,725,642,808,2015,51,735
"Portsmouth city, VA",70824,69870,71778,9293,8339,10247,2015,51,740
"Radford city, VA",11866,11676,12056,1205,1015,1395,2015,51,750
"Richmond city, VA",156384,154278,158490,26530,24424,28636,2015,51,760
"Roanoke city, VA",72522,71473,73571,11197,10148,12246,2015,51,770
"Salem city, VA",17342,17118,17566,1940,1716,2164,2015,51,775
"Staunton city, VA",16378,16130,16626,2114,1866,2362,2015,51,790
"Suffolk city, VA",68757,68094,69420,6718,6055,7381,2015,51,800
"Virginia Beach city, VA",350777,348043,353511,35902,33168,38636,2015,51,810
"Waynesboro city, VA",15434,15183,15685,2201,1950,2452,2015,51,820
"Williamsburg city, VA",7221,7081,7361,1075,935,1215,2015,51,830
"Winchester city, VA",18724,18332,19116,3589,3197,3981,2015,51,840
"Adams County, WA",14510,14240,14780,2444,2174,2714,2015,53,001
"Asotin County, WA",16032,15874,16190,1230,1072,1388,2015,53,003
"Benton County, WA",150407,149193,151621,11974,10760,13188,2015,53,005
"Chelan County, WA",55371,54705,56037,5941,5275,6607,2015,53,007
"Clallam County, WA",46888,46361,47415,4919,4392,5446,2015,53,009
"Clark County, WA",364375,362126,366624,27179,24930,29428,2015,53,011
"Columbia County, WA",2629,2601,2657,211,183,239,2015,53,013
"Cowlitz County, WA",76779,76025,77533,6675,5921,7429,2015,53,015
"Douglas County, WA",29801,29397,30205,3772,3368,4176,2015,53,017
"Ferry County, WA",5067,4987,5147,683,603,763,2015,53,019
"Franklin County, WA",68034,67015,69053,9813,8794,10832,2015,53,021
"Garfield County, WA",1557,1544,1570,93,80,106,2015,53,023
"Grant County, WA",68888,67863,69913,10885,9860,11910,2015,53,025
"Grays Harbor County, WA",49033,48440,49626,5657,5064,6250,2015,53,027
"Island County, WA",56646,56171,57121,3750,3275,4225,2015,53,029
"Jefferson County, WA",18367,18182,18552,1473,1288,1658,2015,53,031
"King County, WA",1710794,1704789,1716799,118624,112619,124629,2015,53,033
"Kitsap County, WA",198014,196812,199216,12163,10961,13365,2015,53,035
"Kittitas County, WA",31531,31125,31937,3068,2662,3474,2015,53,037
"Klickitat County, WA",14755,14572,14938,1572,1389,1755,2015,53,039
"Lewis County, WA",54373,53771,54975,5436,4834,6038,2015,53,041
"Lincoln County, WA",7207,7140,7274,533,466,600,2015,53,043
"Mason County, WA",40553,40036,41070,4848,4331,5365,2015,53,045
"Okanogan County, WA",27774,27303,28245,4709,4238,5180,2015,53,047
"Pacific County, WA",13221,13046,13396,1545,1370,1720,2015,53,049
"Pend Oreille County, WA",9149,9053,9245,750,654,846,2015,53,051
"Pierce County, WA",667097,663468,670726,52712,49083,56341,2015,53,053
"San Juan County, WA",9986,9853,10119,1182,1049,1315,2015,53,055
"Skagit County, WA",87840,86942,88738,9527,8629,10425,2015,53,057
"Skamania County, WA",8600,8521,8679,647,568,726,2015,53,059
"Snohomish County, WA",622111,618743,625479,46978,43610,50346,2015,53,061
"Spokane County, WA",378873,376583,381163,25764,23474,28054,2015,53,063
"Stevens County, WA",31227,30903,31551,2917,2593,3241,2015,53,065
"Thurston County, WA",209071,207563,210579,14801,13293,16309,2015,53,067
"Wahkiakum County, WA",2527,2498,2556,227,198,256,2015,53,069
"Walla Walla County, WA",41503,41015,41991,4120,3632,4608,2015,53,071
"Whatcom County, WA",157715,156194,159236,15806,14285,17327,2015,53,073
"Whitman County, WA",34646,34310,34982,2220,1884,2556,2015,53,075
"Yakima County, WA",178835,176392,181278,32748,30305,35191,2015,53,077
"Barbour County, WV",11801,11659,11943,1068,926,1210,2015,54,001
"Berkeley County, WV",88471,87679,89263,6979,6187,7771,2015,54,003
"Boone County, WV",17731,17547,17915,1414,1230,1598,2015,54,005
"Braxton County, WV",10089,9959,10219,991,861,1121,2015,54,007
"Brooke County, WV",16358,16217,16499,1039,898,1180,2015,54,009
"Cabell County, WV",71288,70578,71998,5600,4890,6310,2015,54,011
"Calhoun County, WV",5326,5257,5395,518,449,587,2015,54,013
"Clay County, WV",6491,6401,6581,663,573,753,2015,54,015
"Doddridge County, WV",5659,5602,5716,397,340,454,2015,54,017
"Fayette County, WV",31875,31514,32236,2857,2496,3218,2015,54,019
"Gilmer County, WV",4663,4594,4732,491,422,560,2015,54,021
"Grant County, WV",8315,8223,8407,693,601,785,2015,54,023
"Greenbrier County, WV",25172,24914,25430,2101,1843,2359,2015,54,025
"Hampshire County, WV",16481,16257,16705,1710,1486,1934,2015,54,027
"Hancock County, WV",21862,21642,22082,1652,1432,1872,2015,54,029
"Hardy County, WV",9879,9736,10022,1065,922,1208,2015,54,031
"Harrison County, WV",52035,51608,52462,3654,3227,4081,2015,54,033
"Jackson County, WV",21819,21601,22037,1657,1439,1875,2015,54,035
"Jefferson County, WV",43686,43301,44071,3257,2872,3642,2015,54,037
"Kanawha County, WV",140400,139326,141474,10276,9202,11350,2015,54,039
"Lewis County, WV",12066,11939,12193,952,825,1079,2015,54,041
