County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,time,State_Code,County_Code
"Berrien County, GA",12672,12388,12956,2994,2710,3278,2015,13,019
"Bibb County, GA",106374,104800,107948,19389,17815,20963,2015,13,021
"Bleckley County, GA",8189,8039,8339,1374,1224,1524,2015,13,023
"Brantley County, GA",12736,12461,13011,2908,2633,3183,2015,13,025
"Brooks County, GA",10070,9843,10297,2418,2191,2645,2015,13,027
"Bryan County, GA",27448,27031,27865,4048,3631,4465,2015,13,029
"Bulloch County, GA",48976,47861,50091,10658,9543,11773,2015,13,031
"Burke County, GA",16144,15841,16447,3047,2744,3350,2015,13,033
"Butts County, GA",14724,14447,15001,2897,2620,3174,2015,13,035
"Calhoun County, GA",3139,3059,3219,839,759,919,2015,13,037
"Camden County, GA",38655,38047,39263,5535,4927,6143,2015,13,039
"Candler County, GA",6948,6776,7120,1871,1699,2043,2015,13,043
"Carroll County, GA",80330,78992,81668,15870,14532,17208,2015,13,045
"Catoosa County, GA",47716,47016,48416,7371,6671,8071,2015,13,047
"Charlton County, GA",7151,7020,7282,1214,1083,1345,2015,13,049
"Chatham County, GA",198409,195777,201041,35990,33358,38622,2015,13,051
"Chattahoochee County, GA",6758,6626,6890,836,704,968,2015,13,053
"Chattooga County, GA",16064,15737,16391,3511,3184,3838,2015,13,055
"Cherokee County, GA",177378,175242,179514,28283,26147,30419,2015,13,057
"Clarke County, GA",81515,79826,83204,18404,16715,20093,2015,13,059
"Clay County, GA",1898,1852,1944,395,349,441,2015,13,061
"Clayton County, GA",198224,195132,201316,46247,43155,49339,2015,13,063
"Clinch County, GA",4726,4617,4835,1037,928,1146,2015,13,065
"Cobb County, GA",556885,551755,562015,95190,90060,100320,2015,13,067
"Coffee County, GA",27492,26890,28094,6999,6397,7601,2015,13,069
"Colquitt County, GA",29145,28451,29839,9275,8581,9969,2015,13,071
"Columbia County, GA",112033,110714,113352,14586,13267,15905,2015,13,073
"Cook County, GA",11723,11476,11970,2707,2460,2954,2015,13,075
"Coweta County, GA",105211,103908,106514,15141,13838,16444,2015,13,077
"Crawford County, GA",8468,8294,8642,1683,1509,1857,2015,13,079
"Crisp County, GA",15827,15525,16129,2801,2499,3103,2015,13,081
"Dade County, GA",10709,10518,10900,1817,1626,2008,2015,13,083
"Dawson County, GA",15662,15360,15964,3159,2857,3461,2015,13,085
"Decatur County, GA",17785,17418,18152,4013,3646,4380,2015,13,087
"DeKalb County, GA",534343,528665,540021,108525,102847,114203,2015,13,089
"Dodge County, GA",13420,13159,13681,2600,2339,2861,2015,13,091
"Dooly County, GA",7912,7728,8096,1967,1783,2151,2015,13,093
"Dougherty County, GA",62365,61219,63511,12617,11471,13763,2015,13,095
"Douglas County, GA",105644,104026,107262,18999,17381,20617,2015,13,097
"Early County, GA",7136,7003,7269,1283,1150,1416,2015,13,099
"Echols County, GA",2552,2464,2640,973,885,1061,2015,13,101
"Effingham County, GA",44161,43558,44764,6332,5729,6935,2015,13,103
"Elbert County, GA",12615,12354,12876,2765,2504,3026,2015,13,105
"Emanuel County, GA",15354,15058,15650,2875,2579,3171,2015,13,107
"Evans County, GA",6930,6770,7090,1705,1545,1865,2015,13,109
"Fannin County, GA",14202,13877,14527,3583,3258,3908,2015,13,111
"Fayette County, GA",81539,80676,82402,10067,9204,10930,2015,13,113
"Floyd County, GA",63943,62834,65052,13654,12545,14763,2015,13,115
"Forsyth County, GA",168515,167018,170012,19860,18363,21357,2015,13,117
"Franklin County, GA",14223,13933,14513,3219,2929,3509,2015,13,119
"Fulton County, GA",749716,743256,756176,121648,115188,128108,2015,13,121
"Gilmer County, GA",17553,17123,17983,5056,4626,5486,2015,13,123
"Glascock County, GA",2220,2182,2258,313,275,351,2015,13,125
"Glynn County, GA",55905,54912,56898,11692,10699,12685,2015,13,127
"Gordon County, GA",38731,37930,39532,9327,8526,10128,2015,13,129
"Grady County, GA",16052,15657,16447,4611,4216,5006,2015,13,131
"Greene County, GA",9580,9373,9787,2356,2149,2563,2015,13,133
"Gwinnett County, GA",664680,657887,671473,143838,137045,150631,2015,13,135
"Habersham County, GA",26906,26338,27474,6858,6290,7426,2015,13,137
"Hall County, GA",128505,126300,130710,34845,32640,37050,2015,13,139
"Hancock County, GA",4816,4722,4910,796,702,890,2015,13,141
"Haralson County, GA",20485,20140,20830,3578,3233,3923,2015,13,143
"Harris County, GA",24379,24085,24673,2817,2523,3111,2015,13,145
"Hart County, GA",16317,16001,16633,3303,2987,3619,2015,13,147
"Heard County, GA",8143,7996,8290,1475,1328,1622,2015,13,149
"Henry County, GA",168752,166708,170796,24801,22757,26845,2015,13,151
"Houston County, GA",114197,112694,115700,16425,14922,17928,2015,13,153
"Irwin County, GA",5870,5756,5984,1040,926,1154,2015,13,155
"Jackson County, GA",45694,44933,46455,8570,7809,9331,2015,13,157
"Jasper County, GA",9351,9158,9544,2023,1830,2216,2015,13,159
"Jeff Davis County, GA",10179,9955,10403,2435,2211,2659,2015,13,161
"Jefferson County, GA",10308,10087,10529,2429,2208,2650,2015,13,163
"Jenkins County, GA",5255,5138,5372,1097,980,1214,2015,13,165
"Johnson County, GA",5463,5358,5568,1017,912,1122,2015,13,167
"Jones County, GA",20679,20360,20998,3115,2796,3434,2015,13,169
"Lamar County, GA",12071,11853,12289,2044,1826,2262,2015,13,171
"Lanier County, GA",7279,7098,7460,1494,1313,1675,2015,13,173
"Laurens County, GA",33240,32726,33754,5773,5259,6287,2015,13,175
"Lee County, GA",22099,21786,22412,3060,2747,3373,2015,13,177
"Liberty County, GA",47840,47074,48606,6911,6145,7677,2015,13,179
"Lincoln County, GA",4983,4880,5086,985,882,1088,2015,13,181
"Long County, GA",13307,12999,13615,2724,2416,3032,2015,13,183
"Lowndes County, GA",78713,77309,80117,15875,14471,17279,2015,13,185
"Lumpkin County, GA",19333,18894,19772,4528,4089,4967,2015,13,187
"McDuffie County, GA",14999,14716,15282,2774,2491,3057,2015,13,189
"McIntosh County, GA",8963,8783,9143,1774,1594,1954,2015,13,191
"Macon County, GA",7868,7678,8058,1879,1689,2069,2015,13,193
"Madison County, GA",19301,18922,19680,4467,4088,4846,2015,13,195
"Marion County, GA",5842,5709,5975,1264,1131,1397,2015,13,197
"Meriwether County, GA",14086,13804,14368,2891,2609,3173,2015,13,199
"Miller County, GA",3808,3727,3889,795,714,876,2015,13,201
"Mitchell County, GA",13968,13685,14251,3037,2754,3320,2015,13,205
"Monroe County, GA",18279,17963,18595,3146,2830,3462,2015,13,207
"Montgomery County, GA",5597,5478,5716,1190,1071,1309,2015,13,209
"Morgan County, GA",12393,12183,12603,2212,2002,2422,2015,13,211
"Murray County, GA",27115,26517,27713,6727,6129,7325,2015,13,213
"Muscogee County, GA",145635,143766,147504,22660,20791,24529,2015,13,215
"Newton County, GA",77498,76325,78671,13743,12570,14916,2015,13,217
"Oconee County, GA",27403,27071,27735,3510,3178,3842,2015,13,219
"Oglethorpe County, GA",10035,9840,10230,2067,1872,2262,2015,13,221
"Paulding County, GA",119993,118501,121485,17336,15844,18828,2015,13,223
"Peach County, GA",18273,17909,18637,3890,3526,4254,2015,13,225
"Pickens County, GA",19943,19587,20299,3903,3547,4259,2015,13,227
"Pierce County, GA",13086,12828,13344,2817,2559,3075,2015,13,229
"Pike County, GA",12747,12527,12967,2340,2120,2560,2015,13,231
"Polk County, GA",28483,27901,29065,6380,5798,6962,2015,13,233
"Pulaski County, GA",6637,6495,6779,1404,1262,1546,2015,13,235
"Putnam County, GA",13676,13406,13946,2794,2524,3064,2015,13,237
"Quitman County, GA",1316,1282,1350,316,282,350,2015,13,239
"Rabun County, GA",9273,9052,9494,2578,2357,2799,2015,13,241
"Randolph County, GA",4455,4359,4551,863,767,959,2015,13,243
"Richmond County, GA",141796,139811,143781,23774,21789,25759,2015,13,245
"Rockdale County, GA",64110,63055,65165,12308,11253,13363,2015,13,247
"Schley County, GA",3612,3534,3690,776,698,854,2015,13,249
"Screven County, GA",9493,9307,9679,1830,1644,2016,2015,13,251
"Seminole County, GA",5642,5530,5754,1063,951,1175,2015,13,253
"Spalding County, GA",44289,43518,45060,8150,7379,8921,2015,13,255
"Stephens County, GA",17146,16840,17452,3108,2802,3414,2015,13,257
"Stewart County, GA",2694,2625,2763,652,583,721,2015,13,259
"Sumter County, GA",20428,20019,20837,3976,3567,4385,2015,13,261
"Talbot County, GA",4158,4065,4251,902,809,995,2015,13,263
"Taliaferro County, GA",999,972,1026,248,221,275,2015,13,265
"Tattnall County, GA",14094,13778,14410,3461,3145,3777,2015,13,267
"Taylor County, GA",5480,5361,5599,1170,1051,1289,2015,13,269
"Telfair County, GA",8609,8429,8789,1620,1440,1800,2015,13,271
"Terrell County, GA",5933,5803,6063,1254,1124,1384,2015,13,273
"Thomas County, GA",30834,30295,31373,5891,5352,6430,2015,13,275
"Tift County, GA",26931,26354,27508,6522,5945,7099,2015,13,277
"Toombs County, GA",18415,18024,18806,4368,3977,4759,2015,13,279
"Towns County, GA",5391,5278,5504,1129,1016,1242,2015,13,281
"Treutlen County, GA",4546,4453,4639,868,775,961,2015,13,283
"Troup County, GA",49609,48767,50451,8441,7599,9283,2015,13,285
"Turner County, GA",5122,5005,5239,1210,1093,1327,2015,13,287
"Twiggs County, GA",5517,5399,5635,1058,940,1176,2015,13,289
"Union County, GA",12345,12099,12591,2551,2305,2797,2015,13,291
"Upson County, GA",17858,17515,18201,3444,3101,3787,2015,13,293
"Walker County, GA",47536,46774,48298,8018,7256,8780,2015,13,295
"Walton County, GA",64612,63697,65527,10551,9636,11466,2015,13,297
"Ware County, GA",22934,22500,23368,4790,4356,5224,2015,13,299
"Warren County, GA",3563,3486,3640,706,629,783,2015,13,301
"Washington County, GA",13415,13168,13662,2277,2030,2524,2015,13,303
"Wayne County, GA",19842,19448,20236,3799,3405,4193,2015,13,305
"Webster County, GA",1755,1718,1792,339,302,376,2015,13,307
"Wheeler County, GA",3627,3549,3705,723,645,801,2015,13,309
"White County, GA",18362,18009,18715,3461,3108,3814,2015,13,311
"Whitfield County, GA",69498,68031,70965,19941,18474,21408,2015,13,313
"Wilcox County, GA",4613,4516,4710,937,840,1034,2015,13,315
"Wilkes County, GA",6234,6096,6372,1402,1264,1540,2015,13,317
"Wilkinson County, GA",6313,6200,6426,1098,985,1211,2015,13,319
"Worth County, GA",14011,13717,14305,2939,2645,3233,2015,13,321
"Hawaii County, HI",150361,149313,151409,9414,8366,10462,2015,15,001
"Honolulu County, HI",771279,769357,773201,35329,33407,37251,2015,15,003
"Kalawao County, HI",,,,,,,2015,15,005
"Kauai County, HI",55370,54949,55791,3056,2635,3477,2015,15,007
"Maui County, HI",130180,129304,131056,7500,6624,8376,2015,15,009
"Ada County, ID",335265,332774,337756,35031,32540,37522,2015,16,001
"Adams County, ID",2356,2303,2409,440,387,493,2015,16,003
"Bannock County, ID",62690,61923,63457,8107,7340,8874,2015,16,005
"Bear Lake County, ID",4204,4144,4264,514,454,574,2015,16,007
"Benewah County, ID",5893,5780,6006,1103,990,1216,2015,16,009
"Bingham County, ID",32379,31811,32947,6168,5600,6736,2015,16,011
"Blaine County, ID",14942,14637,15247,3045,2740,3350,2015,16,013
"Boise County, ID",4680,4596,4764,727,643,811,2015,16,015
"Bonner County, ID",27979,27542,28416,4224,3787,4661,2015,16,017
"Bonneville County, ID",84445,83418,85472,11101,10074,12128,2015,16,019
"Boundary County, ID",7363,7207,7519,1488,1332,1644,2015,16,021
"Butte County, ID",1718,1687,1749,258,227,289,2015,16,023
"Camas County, ID",653,634,672,184,165,203,2015,16,025
"Canyon County, ID",148460,146449,150471,27700,25689,29711,2015,16,027
"Caribou County, ID",4965,4897,5033,589,521,657,2015,16,029
"Cassia County, ID",16233,15884,16582,3627,3278,3976,2015,16,031
"Clark County, ID",541,521,561,199,179,219,2015,16,033
"Clearwater County, ID",4949,4866,5032,736,653,819,2015,16,035
"Custer County, ID",2615,2568,2662,407,360,454,2015,16,037
"Elmore County, ID",18921,18587,19255,2952,2618,3286,2015,16,039
"Franklin County, ID",9649,9485,9813,1516,1352,1680,2015,16,041
"Fremont County, ID",8601,8436,8766,1628,1463,1793,2015,16,043
"Gem County, ID",11042,10838,11246,1919,1715,2123,2015,16,045
"Gooding County, ID",9782,9533,10031,2743,2494,2992,2015,16,047
"Idaho County, ID",10011,9823,10199,1734,1546,1922,2015,16,049
"Jefferson County, ID",20775,20446,21104,3085,2756,3414,2015,16,051
"Jerome County, ID",15511,15138,15884,4146,3773,4519,2015,16,053
"Kootenai County, ID",108690,107377,110003,14296,12983,15609,2015,16,055
"Latah County, ID",27930,27526,28334,3131,2727,3535,2015,16,057
"Lemhi County, ID",4694,4603,4785,786,695,877,2015,16,059
"Lewis County, ID",2337,2289,2385,448,400,496,2015,16,061
"Lincoln County, ID",3674,3584,3764,861,771,951,2015,16,063
"Madison County, ID",31821,31385,32257,3177,2741,3613,2015,16,065
"Minidoka County, ID",13702,13408,13996,3302,3008,3596,2015,16,067
"Nez Perce County, ID",28239,27863,28615,3569,3193,3945,2015,16,069
"Oneida County, ID",3009,2960,3058,404,355,453,2015,16,071
"Owyhee County, ID",6942,6740,7144,2246,2044,2448,2015,16,073
"Payette County, ID",15862,15575,16149,2826,2539,3113,2015,16,075
"Power County, ID",5273,5153,5393,1196,1076,1316,2015,16,077
"Shoshone County, ID",8278,8144,8412,1242,1108,1376,2015,16,079
"Teton County, ID",7721,7529,7913,1873,1681,2065,2015,16,081
"Twin Falls County, ID",58627,57676,59578,10325,9374,11276,2015,16,083
"Valley County, ID",6749,6622,6876,1057,930,1184,2015,16,085
"Washington County, ID",6196,6061,6331,1316,1181,1451,2015,16,087
"Adams County, IL",50381,50029,50733,2963,2611,3315,2015,17,001
"Alexander County, IL",5031,4980,5082,369,318,420,2015,17,003
"Bond County, IL",11562,11469,11655,744,651,837,2015,17,005
"Boone County, IL",42087,41677,42497,3609,3199,4019,2015,17,007
"Brown County, IL",3681,3656,3706,182,157,207,2015,17,009
"Bureau County, IL",24903,24708,25098,1714,1519,1909,2015,17,011
"Calhoun County, IL",3543,3516,3570,217,190,244,2015,17,013
"Carroll County, IL",10301,10211,10391,719,629,809,2015,17,015
"Cass County, IL",9745,9632,9858,892,779,1005,2015,17,017
"Champaign County, IL",159071,157769,160373,11185,9883,12487,2015,17,019
"Christian County, IL",24449,24275,24623,1462,1288,1636,2015,17,021
"Clark County, IL",12188,12094,12282,706,612,800,2015,17,023
"Clay County, IL",10083,9995,10171,664,576,752,2015,17,025
"Clinton County, IL",28516,28342,28690,1420,1246,1594,2015,17,027
"Coles County, IL",38577,38222,38932,2532,2177,2887,2015,17,029
"Cook County, IL",3994412,3982992,4005832,475088,463668,486508,2015,17,031
"Crawford County, IL",13716,13616,13816,797,697,897,2015,17,033
"Cumberland County, IL",8384,8315,8453,536,467,605,2015,17,035
"DeKalb County, IL",80652,79902,81402,6088,5338,6838,2015,17,037
"De Witt County, IL",12494,12412,12576,632,550,714,2015,17,039
"Douglas County, IL",14971,14796,15146,1487,1312,1662,2015,17,041
"DuPage County, IL",748413,745023,751803,47224,43834,50614,2015,17,043
"Edgar County, IL",13059,12944,13174,919,804,1034,2015,17,045
"Edwards County, IL",4896,4855,4937,316,275,357,2015,17,047
"Effingham County, IL",27018,26850,27186,1337,1169,1505,2015,17,049
"Fayette County, IL",15213,15065,15361,1271,1123,1419,2015,17,051
"Ford County, IL",10242,10156,10328,689,603,775,2015,17,053
"Franklin County, IL",29122,28847,29397,2303,2028,2578,2015,17,055
"Fulton County, IL",24681,24474,24888,1727,1520,1934,2015,17,057
"Gallatin County, IL",3765,3728,3802,283,246,320,2015,17,059
"Greene County, IL",9949,9867,10031,677,595,759,2015,17,061
"Grundy County, IL",41636,41384,41888,2147,1895,2399,2015,17,063
"Hamilton County, IL",6105,6053,6157,403,351,455,2015,17,065
"Hancock County, IL",13257,13154,13360,816,713,919,2015,17,067
"Hardin County, IL",2858,2830,2886,218,190,246,2015,17,069
"Henderson County, IL",4997,4953,5041,342,298,386,2015,17,071
"Henry County, IL",37404,37143,37665,2282,2021,2543,2015,17,073
"Iroquois County, IL",20821,20630,21012,1690,1499,1881,2015,17,075
"Jackson County, IL",44484,43995,44973,3535,3046,4024,2015,17,077
"Jasper County, IL",7313,7249,7377,512,448,576,2015,17,079
"Jefferson County, IL",27765,27561,27969,1665,1461,1869,2015,17,081
"Jersey County, IL",16958,16847,17069,883,772,994,2015,17,083
"Jo Daviess County, IL",15477,15360,15594,1017,900,1134,2015,17,085
"Johnson County, IL",8084,8024,8144,470,410,530,2015,17,087
"Kane County, IL",415293,411989,418597,46378,43074,49682,2015,17,089
"Kankakee County, IL",83855,83151,84559,6396,5692,7100,2015,17,091
"Kendall County, IL",106353,105717,106989,5402,4766,6038,2015,17,093
"Knox County, IL",35543,35256,35830,2257,1970,2544,2015,17,095
"Lake County, IL",551899,548485,555313,48591,45177,52005,2015,17,097
"La Salle County, IL",83265,82632,83898,5778,5145,6411,2015,17,099
"Lawrence County, IL",10598,10506,10690,668,576,760,2015,17,101
"Lee County, IL",24384,24212,24556,1417,1245,1589,2015,17,103
"Livingston County, IL",26463,26273,26653,1596,1406,1786,2015,17,105
"Logan County, IL",19505,19384,19626,979,858,1100,2015,17,107
"McDonough County, IL",21418,21193,21643,1574,1349,1799,2015,17,109
"McHenry County, IL",251718,250229,253207,15936,14447,17425,2015,17,111
"McLean County, IL",136384,135591,137177,6718,5925,7511,2015,17,113
"Macon County, IL",79866,79292,80440,4965,4391,5539,2015,17,115
"Macoupin County, IL",34497,34238,34756,2223,1964,2482,2015,17,117
"Madison County, IL",209379,208043,210715,12404,11068,13740,2015,17,119
"Marion County, IL",28775,28552,28998,1963,1740,2186,2015,17,121
"Marshall County, IL",8738,8677,8799,492,431,553,2015,17,123
"Mason County, IL",10120,10033,10207,711,624,798,2015,17,125
"Massac County, IL",10895,10804,10986,719,628,810,2015,17,127
"Menard County, IL",9592,9531,9653,488,427,549,2015,17,129
"Mercer County, IL",11856,11776,11936,634,554,714,2015,17,131
"Monroe County, IL",27223,27085,27361,1107,969,1245,2015,17,133
"Montgomery County, IL",20457,20306,20608,1256,1105,1407,2015,17,135
"Morgan County, IL",24595,24419,24771,1381,1205,1557,2015,17,137
"Moultrie County, IL",11139,11030,11248,861,752,970,2015,17,139
"Ogle County, IL",39682,39377,39987,2672,2367,2977,2015,17,141
"Peoria County, IL",144895,143948,145842,8887,7940,9834,2015,17,143
"Perry County, IL",14588,14474,14702,880,766,994,2015,17,145
"Piatt County, IL",12709,12629,12789,643,563,723,2015,17,147
